1,1001,1,0
2,1002,2,106
3,1003,3,360
4,1004,4,-4
5,1005,5,0
6,1006,6,0
7,1007,7,-1
8,1008,8,0
9,1009,9,0
10,1010,10,0
11,1011,11,-2
12,1012,12,816
13,1013,13,-9
14,1014,14,0
15,1015,15,260
16,1016,16,180
17,1017,17,0
18,1018,18,-4
19,1019,19,0
20,1020,20,-1
21,1021,21,0
22,1022,22,0
23,1023,23,0
24,1024,24,350
25,1025,25,0
26,1026,26,0
27,1027,27,-2
28,1028,28,-2
29,1029,29,0
30,1030,30,0
31,1031,31,102
32,1032,32,300
33,1033,33,0
34,1034,34,-1
35,1035,35,230
36,1036,36,-9
37,1037,37,-14
38,1038,38,490
39,1039,39,0
40,1040,40,0
41,1041,41,-13
42,1042,42,0
43,1043,43,0
44,1044,44,0
45,1045,45,0
46,1046,46,-5
47,1047,47,862
48,1048,48,0
49,1049,49,0
50,1050,50,0
51,1051,51,0
52,1052,52,520
53,1053,53,410
54,1054,54,-4
55,1055,55,0
56,1056,56,480
57,1057,57,-11
58,1058,58,0
59,1059,59,0
60,1060,60,0
61,1061,61,0
62,1062,62,0
63,1063,63,0
64,1064,64,130
65,1065,65,0
66,1066,66,520
67,1067,67,-5
68,1068,68,576
69,1069,69,580
70,1070,70,0
71,1071,71,0
72,1072,72,0
73,1073,73,-13
74,1074,74,0
75,1075,75,840
76,1076,76,0
77,1077,77,0
78,1078,78,0
79,1079,79,130
80,1080,80,0
81,1081,81,0
82,1082,82,0
83,1083,83,0
84,1084,84,-8
85,1085,85,-7
86,1086,86,0
87,1087,87,-14
88,1088,88,-1
89,1089,89,216
90,1090,90,280
91,1091,91,0
92,1092,92,370
93,1093,93,0
94,1094,94,-2
95,1095,95,0
96,1096,96,0
97,1097,97,800
98,1098,98,570
99,1099,99,1260
100,1100,100,0
101,1101,101,0
102,1102,102,169
103,1103,103,-16
104,1104,104,-1
105,1105,105,0
106,1106,106,0
107,1107,107,100
108,1108,108,0
109,1109,109,0
110,1110,110,0
111,1111,111,0
112,1112,112,0
113,1113,113,-9
114,1114,114,0
115,1115,115,0
116,1116,116,0
117,1117,117,-7
118,1118,118,0
119,1119,119,0
120,1120,120,-2
121,1121,121,160
122,1122,122,0
123,1123,123,0
124,1124,124,0
125,1125,125,200
126,1126,126,0
127,1127,127,0
128,1128,128,0
129,1129,129,-6
130,1130,130,-4
131,1131,131,-10
132,1132,132,0
133,1133,133,0
134,1134,134,0
135,1135,135,0
136,1136,136,370
137,1137,137,0
138,1138,138,944
139,1139,139,0
140,1140,140,-2
141,1141,141,0
142,1142,142,388
143,1143,143,-6
144,1144,144,0
145,1145,145,0
146,1146,146,0
147,1147,147,0
148,1148,148,0
149,1149,149,0
150,1150,150,820
151,1151,151,-2
152,1152,152,0
153,1153,153,0
154,1154,154,0
155,1155,155,0
156,1156,156,0
157,1157,157,885
158,1158,158,0
159,1159,159,0
160,1160,160,-3
161,1161,161,-7
162,1162,162,340
163,1163,163,0
164,1164,164,0
165,1165,165,-8
166,1166,166,393
167,1167,167,370
168,1168,168,-11
169,1169,169,890
170,1170,170,0
171,1171,171,0
172,1172,172,0
173,1173,173,0
174,1174,174,-7
175,1175,175,0
176,1176,176,330
177,1177,177,540
178,1178,178,-4
179,1179,179,-7
180,1180,180,0
181,1181,181,110
182,1182,182,0
183,1183,183,0
184,1184,184,740
185,1185,185,734
186,1186,186,0
187,1187,187,0
188,1188,188,360
189,1189,189,0
190,1190,190,0
191,1191,191,0
192,1192,192,0
193,1193,193,110
194,1194,194,0
195,1195,195,-14
196,1196,196,0
197,1197,197,0
198,1198,198,500
199,1199,199,170
200,1200,200,488
201,1201,201,630
202,1202,202,0
203,1203,203,350
204,1204,204,0
205,1205,205,0
206,1206,206,664
207,1207,207,-10
208,1208,208,0
209,1209,209,0
210,1210,210,0
211,1211,211,0
212,1212,212,-2
213,1213,213,380
214,1214,214,-6
215,1215,215,330
216,1216,216,240
217,1217,217,-8
218,1218,218,0
219,1219,219,1614
220,1220,220,590
221,1221,221,1010
222,1222,222,0
223,1223,223,430
224,1224,224,0
225,1225,225,0
226,1226,226,0
227,1227,227,360
228,1228,228,0
229,1229,229,780
230,1230,230,-1
231,1231,231,320
232,1232,232,0
233,1233,233,0
234,1234,234,0
235,1235,235,393
236,1236,236,0
237,1237,237,170
238,1238,238,0
239,1239,239,486
240,1240,240,0
241,1241,241,0
242,1242,242,319
243,1243,243,0
244,1244,244,394
245,1245,245,0
246,1246,246,0
247,1247,247,-5
248,1248,248,130
249,1249,249,230
250,1250,250,0
251,1251,251,490
252,1252,252,0
253,1253,253,970
254,1254,254,610
255,1255,255,-3
256,1256,256,-11
257,1257,257,0
258,1258,258,0
259,1259,259,833
260,1260,260,0
261,1261,261,-12
262,1262,262,180
263,1263,263,-7
264,1264,264,-8
265,1265,265,675
266,1266,266,-13
267,1267,267,0
268,1268,268,0
269,1269,269,0
270,1270,270,0
271,1271,271,935
272,1272,272,0
273,1273,273,0
274,1274,274,0
275,1275,275,0
276,1276,276,1100
277,1277,277,0
278,1278,278,0
279,1279,279,330
280,1280,280,1440
281,1281,281,0
282,1282,282,0
283,1283,283,648
284,1284,284,159
285,1285,285,510
286,1286,286,0
287,1287,287,-2
288,1288,288,0
289,1289,289,0
290,1290,290,-10
291,1291,291,-6
292,1292,292,260
293,1293,293,590
294,1294,294,250
295,1295,295,370
296,1296,296,2570
297,1297,297,-7
298,1298,298,-5
299,1299,299,0
300,1300,300,600
301,1301,301,700
302,1302,302,346
303,1303,303,0
304,1304,304,330
305,1305,305,678
306,1306,306,0
307,1307,307,0
308,1308,308,0
309,1309,309,610
310,1310,310,930
311,1311,311,0
312,1312,312,0
313,1313,313,0
314,1314,314,-7
315,1315,315,0
316,1316,316,0
317,1317,317,0
318,1318,318,0
319,1319,319,438
320,1320,320,0
321,1321,321,-1
322,1322,322,0
323,1323,323,0
324,1324,324,0
325,1325,325,-2
326,1326,326,-7
327,1327,327,0
328,1328,328,500
329,1329,329,600
330,1330,330,0
331,1331,331,0
332,1332,332,110
333,1333,333,-4
334,1334,334,0
335,1335,335,-25
336,1336,336,170
337,1337,337,0
338,1338,338,0
339,1339,339,0
340,1340,340,675
341,1341,341,390
342,1342,342,0
343,1343,343,490
344,1344,344,0
345,1345,345,-6
346,1346,346,-6
347,1347,347,0
348,1348,348,-5
349,1349,349,160
350,1350,350,0
